LicensePlate,Categories,DateEnacted,SpecialFee,DistributionOfSpecialFee,StatutoryAuthority,AdditionalRequirements,Notes,Url,Image,ImageUrl,ImageFile
Florida College,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Florida College, for academic enhancement. These funds help Florida College grow, expand and enhance the student experience. Are you a Florida College alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/Florida-College-Specialty-License-Plate-p258899477,florida_college,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883448815.jpg,images/florida_college.jpg
Florida Don't Tread On Me Gadsden Flag,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. This new license plate features the slogan “Don’t Tread On Me” accompanied by a black coiled rattlesnake over a yellow background. Funds from the plate will benefit the Florida Veterans Foundation.,https://buyfloridaspecialtyplates.com/specialty-license-plates/Florida-Dont-Tread-On-Me-Gadsden-Flag-License-Plate-p492656847,florida_don_t_tread_on_me_gadsden_flag,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4758641630.jpg,images/florida_don_t_tread_on_me_gadsden_flag.jpg
Florida Gulf Coast,Universities,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees from sales of the plate support the Florida Gulf Coast University. The Florida Gulf Coast University specialty license plate was enacted by the Florida Legislature in 1996. This is the first redesign of the plate.,https://buyfloridaspecialtyplates.com/specialty-license-plates/Florida-Gulf-Coast-Specialty-License-Plate-p541921780,florida_gulf_coast,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3528521772.png,images/florida_gulf_coast.png
Florida Gulf Coast University,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Florida Gulf Coast University, for academic enhancement. These funds help Florida Gulf Coast University grow, expand and enhance the student experience. Are you a Florida Gulf Coast University alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/Florida-Gulf-Coast-University-Specialty-License-Plate-p258897474,florida_gulf_coast_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785003126.jpg,images/florida_gulf_coast_university.jpg
Florida Hospital College of Health Sciences,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Florida Hospital College of Health Sciences, for academic enhancement. These funds help Florida Hospital College of Health Sciences grow, expand and enhance the student experience. Are you a Florida Hospital College of Health Sciences alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/Florida-Hospital-College-of-Health-Sciences-Specialty-License-Plate-p258897531,florida_hospital_college_of_health_sciences,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4970351409.jpg,images/florida_hospital_college_of_health_sciences.jpg
Florida Institute of Technology,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Revenue goes to Florida Institute of Technology for academic enhancement including scholarships.,https://buyfloridaspecialtyplates.com/specialty-license-plates/Florida-Institute-of-Technology-Florida-Specialty-License-Plate-p238210499,florida_institute_of_technology,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608163752.jpg,images/florida_institute_of_technology.jpg
Florida Memorial University,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Florida Memorial University, for academic enhancement. These funds help Florida Memorial University grow, expand and enhance the student experience. Are you a Florida Memorial University alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/Florida-Memorial-University-Specialty-License-Plate-p258904174,florida_memorial_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883460347.jpg,images/florida_memorial_university.jpg
Florida Panthers,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Since 1996 the Panthers and the Florida Sports Foundation have been partnered in support of Florida’s youth and sports. The proceeds from the annual sale and renewal of the Florida Panthers license plate benefit The Florida Panthers Foundation and the Florida Sports Foundation Major & Regional Grant Program.,https://buyfloridaspecialtyplates.com/specialty-license-plates/Florida-Panthers-Specialty-License-Plate-p258873888,florida_panthers,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4861660023.jpg,images/florida_panthers.jpg
Florida Sheriffs Association,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The annual use fees are distributed to the Florida Sheriffs Association to develop and provide important training for members of local sheriff’s offices as well as deputies across the state.,https://buyfloridaspecialtyplates.com/specialty-license-plates/Florida-Sheriffs-Association-Specialty-License-Plate-p265884060,florida_sheriffs_association,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1819636257.jpg,images/florida_sheriffs_association.jpg
"404 Error, content does not exist anymore",,,,,,,,https://buyfloridaspecialtyplates.com/specialty-license-plates/Florida-Sheriffs-Youth-Ranches-Specialty-License-Plate-p258882171,404_error_content_does_not_exist_anymore,https://www.buyfloridaspecialtyplates.com/wp-content/uploads/2020/11/endless_summer_florida_tag-153x300.jpg,images/404_error_content_does_not_exist_anymore.jpg
Florida Southern College,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Florida Southern College, for academic enhancement. These funds help Florida Southern College grow, expand and enhance the student experience. Are you a Florida Southern College alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/Florida-Southern-College-Specialty-License-Plate-p258901568,florida_southern_college,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883448825.jpg,images/florida_southern_college.jpg
Florida State Parks,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The revenue collected annually from the sale of the Florida State Parks specialty license plate will be distributed to the Florida State Parks Foundation, a Florida nonprofit, for their efforts to preserve, protect, sustain, and grow Florida state parks.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Florida-State-Parks-Specialty-License-Plate-p541908534,florida_state_parks,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3528535279.jpg,images/florida_state_parks.jpg
Fraternal Order of Police,,,25.00,,320.08058 Special Fee,,,https://buyfloridaspecialtyplates.com/specialty-license-plates/Fraternal-Order-of-Police-Florida-Specialty-License-Plate-p258880773,fraternal_order_of_police,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785077396.jpg,images/fraternal_order_of_police.jpg
Freemasonry,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Benefits the Masonic Home of Florida Endowment Fund.,https://buyfloridaspecialtyplates.com/specialty-license-plates/Freemasonry-Florida-Specialty-License-Plate-p258884122,freemasonry,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785136038.jpg,images/freemasonry.jpg
Go Fishing,Environmental,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Funds are distributed to the State Game Trust Fund and used by the Fish and Wildlife Conservation Commission to fund current conservation programs that maintain current levels of protection and management of this state’s fish and wildlife resources, including providing hunting, fishing, and non consumptive wildlife opportunities.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Go-Fishing-Florida-Specialty-License-Plate-p240495184,go_fishing,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1686283699.jpg,images/go_fishing.jpg
Golf Capital of The World,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The Golf Capital of the World license plate. The 'Golf Capital of the World' Specialty License Plate has been a recurring source of funding for The First Tee organizations across Florida since 2002.,https://buyfloridaspecialtyplates.com/specialty-license-plates/Golf-Capital-of-The-World-Florida-Specialty-License-Plate-p265690914,golf_capital_of_the_world,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1819511231.jpg,images/golf_capital_of_the_world.jpg
Helping Sea Turtles Survive,Environmental,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Sea Turtle Conservancy (STC) is based in Gainesville, Florida, and was founded by renowned sea turtle expert Dr. Archie Carr . STC is the oldest and one of the most accomplished sea turtle conservation organizations in the world. The majority of nesting in Florida occurs between May 1st and October 31st. About 90% of all sea turtle nesting in the United States takes place on Florida’s beaches, which means it is critical that residents and visitors alike do their part to ensure that sea turtles have a safe and successful nesting season.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Helping-Sea-Turtles-Survive-Florida-Specialty-License-Plate-p242666716,helping_sea_turtles_survive,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1697106019.jpg,images/helping_sea_turtles_survive.jpg
Hodges University,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Hodges University, for academic enhancement. These funds help Hodges University grow, expand and enhance the student experience. Are you a Hodges University alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/Hodges-University-Florida-Specialty-License-Plate-p542709604,hodges_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3533615432.jpg,images/hodges_university.jpg
Horse Country,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Rehabilitation of at-risk youth. Revenue goes to PCMI Properties, Inc., to fund programs involved in the rehabilitation of at-risk youth as directed by the Board of Trustees of PCMI Properties, Inc. Such funds may be used to provide educational materials, athletic equipment, transportation, food, medical services, counseling, scholarships, and other direct administrative and program expenses. The funds may also be used as grants for expansion of youth rehabilitation programs in the state. Special consideration shall be given to programs using horses and other livestock in the efforts to redirect at-risk youth. PCMI Properties, Inc., may retain all",https://buyfloridaspecialtyplates.com/specialty-license-plates/Horse-Country-Florida-Specialty-License-Plate-p258888050,horse_country,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785112461.jpg,images/horse_country.jpg
Hospice,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The Hospice License plate is a beautiful and thoughtful way to show others the importance of having quality end-of-life care, for every plate sold, $25 goes to help fund the continuance of significant end-of-life care programs and outreach.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Hospice-Florida-Specialty-License-Plate-p265881163,hospice,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1819636382.jpg,images/hospice.jpg
Imagine,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Proceeds from the sale of the 'Imagine' specialty plate currently go to Feeding Florida (formerly the Florida Association of Food Banks), a 501(c)(3) charitable organization: 320.08058 (49) FLORIDA FOOD BANKS LICENSE PLATES.--(a) The department shall develop a Florida Food Banks license plate as provided in this section. The word “Florida” must appear at the bottom of the plate, and the word “Imagine” must appear at the top of the plate. (b) The annual use fees shall be distributed to the Florida Association of Food Banks, Inc., which may use up to 25 percent of the proceeds to market the association’s concept and the license plate. The balance of the proceeds shall be used by the association to fund programs to end hunger in this state.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Imagine-Florida-Specialty-License-Plate-p258878788,imagine,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785122494.jpg,images/imagine.jpg
In God We Trust,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Revenue generated from sales of the 'In God We Trust' specialty license plate go to fund educational scholarships for the children of Florida residents who are members of the United States Armed Forces, the National Guard, and the United States Armed Forces Reserve and for the children of public safety employees who have died in the line of duty who are not covered by existing state law. Funds shall also be distributed to other s. 501(c)(3) organizations that may apply for grants and scholarships and to provide educational grants to public and private schools to promote the historical and religious significance of American and Florida history.",https://buyfloridaspecialtyplates.com/specialty-license-plates/In-God-We-Trust-Florida-Specialty-License-Plate-p258877989,in_god_we_trust,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785206256.jpg,images/in_god_we_trust.jpg
Indian River Lagoon,Environmental,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Based on Florida Indian River Lagoon license plate sales data from each county tax collector for Volusia, Brevard, Indian River, St. Lucie, Martin, and Palm Beach Counties, each county’s total number of Florida Indian River Lagoon license plates sold between October 1 and September 30 must represent a percentage of the six-county total, calculated as follows: the total number sold for county A divided by the total number sold for counties A, B, C, D, E, and F is multiplied by 100. The percentage determined for St. Lucie, Martin, and Palm Beach Counties must be totaled, and that total percentage of the statewide Florida Indian River Lagoon license plate revenues must be transferred to the South Florida Water Management District special Indian River Lagoon License Plate Revenue Account and distributed proportionately among St. Lucie, Martin, and Palm Beach Counties. The remaining funds in the St. Johns River Water Management District Revenue Account must be divided proportionately between Volusia, Brevard, and Indian River Counties.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Indian-River-Lagoon-Florida-Specialty-License-Plate-p242665800,indian_river_lagoon,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3674717057.jpg,images/indian_river_lagoon.jpg
Invest In Children,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Funds from the purchase of this specialty license plate go to the Juvenile Crime Prevention and Early Intervention Trust Fund within the Department of Juvenile Justice . Based on the recommendations of the juvenile justice councils, the department shall use the proceeds of the fee to fund programs and services that are designed to prevent juvenile delinquency. The department shall allocate moneys for programs and services within each county based on that county’s proportionate share of the license plate annual use fee collected by the county.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Invest-In-Children-Florida-Specialty-License-Plate-p258884168,invest_in_children,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785189981.jpg,images/invest_in_children.jpg
Iota Phi Theta Fraternity Divine Nine,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The revenue collected annually from the sale of Divine Nine specialty license plates will be distributed to the United Negro College Fund, Inc., for college scholarships for Florida residents attending Florida’s historically black colleges and universities; the Association to Preserve African American Society, History and Tradition, Inc.; and to the individual organizations outlined in section 320.08058(101)(b), F.S. to promote community awareness and action through educational, economic, and cultural service activities within the state.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Iota-Phi-Theta-Fraternity-Divine-Nine-Florida-Specialty-License-Plate-p541923042,iota_phi_theta_fraternity_divine_nine,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4731728565.jpg,images/iota_phi_theta_fraternity_divine_nine.jpg
Jacksonville Jaguars,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Since 1996 the Jacksonville Jaguars and the Florida Sports. Foundation have been partnered in support of Florida’s youth and sports The proceeds from the annual sale and renewal of the Jacksonville Jaguars specialty license plate benefit The Jacksonville Jaguars Foundation and the Florida Sports Foundation Major & Regional Grant Program. Believing that youth represent the community's future, the Jacksonville Jaguars Foundation is committed to serving the greater Jacksonville area through strategic financial, networking, and volunteer support benefiting economically and socially disadvantaged youth and families. By building upon our city's strengths, we seek to realize the positive potential of our young people in need. In doing so, we aim to serve as a model to other sports franchises.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Jacksonville-Jaguars-Florida-Specialty-License-Plate-p258882022,jacksonville_jaguars,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785177931.jpg,images/jacksonville_jaguars.jpg
Jacksonville University,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Revenue goes to Jacksonville University for academic enhancement including scholarships.,https://buyfloridaspecialtyplates.com/specialty-license-plates/Jacksonville-University-Florida-Specialty-License-Plate-p238210665,jacksonville_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883448830.jpg,images/jacksonville_university.jpg
Kappa Alpha Psi Fraternity Divine Nine,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The revenue collected annually from the sale of Divine Nine specialty license plates will be distributed to the United Negro College Fund, Inc., for college scholarships for Florida residents attending Florida’s historically black colleges and universities; the Association to Preserve African American Society, History and Tradition, Inc.; and to the individual organizations outlined in section 320.08058(101)(b), F.S. to promote community awareness and action through educational, economic, and cultural service activities within the state.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Kappa-Alpha-Psi-Fraternity-Divine-Nine-Florida-Specialty-License-Plate-p541927045,kappa_alpha_psi_fraternity_divine_nine,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4731727574.jpg,images/kappa_alpha_psi_fraternity_divine_nine.jpg
"404 Error, content does not exist anymore",,,,,,,,https://buyfloridaspecialtyplates.com/specialty-license-plates/Keep-Kids-Drug-Free-Florida-Specialty-License-Plate-p258890106,404_error_content_does_not_exist_anymore,https://www.buyfloridaspecialtyplates.com/wp-content/uploads/2020/11/endless_summer_florida_tag-153x300.jpg,images/404_error_content_does_not_exist_anymore.jpg
Keiser University,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Keiser University, for academic enhancement. These funds help Keiser University grow, expand and enhance the student experience. Are you a Keiser University alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/Keiser-University-Florida-Specialty-License-Plate-p258898709,keiser_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883323746.jpg,images/keiser_university.jpg
Kids Deserve Justice,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Legal services programs for children, programs to obtain federal benefits for disabled children, programs to obtain testing and services required by law for learning-disabled children, and programs to obtain permanent placement for abused and neglected children. Revenue goes to the Florida Bar Foundation, Inc., to operate a grant award process to fund legal services programs for children, including legal services programs, programs to obtain federal benefits for disabled children, programs to obtain testing and services required by law for learning-disabled children, and programs to obtain permanent placement for abused and neglected children.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Kids-Deserve-Justice-Florida-Specialty-License-Plate-p265860217,kids_deserve_justice,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1819578937.jpg,images/kids_deserve_justice.jpg
Laurens Kids,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The Lauren’s Kids “Love and Healing” Specialty License Plate is now available for purchase. This license plate is a symbol of hope and healing for the 42 million survivors of child sexual abuse in the U.S., and proceeds go toward Lauren’s Kids education and prevention efforts.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Laurens-Kids-Florida-Specialty-License-Plate-p258882410,laurens_kids,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785206598.jpg,images/laurens_kids.jpg
Live The Dream,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The ""Live the Dream"" plate is to be distributed by the Dream Foundation, Inc. equally among the sickle cell organizations that are Florida members of the Sickle Cell Disease Association of America, Inc. (60%) and to the Miami-based Chapman Partnership, Inc. (30%), with up to 5% to be paid by the Department on behalf of the Dream Foundation, Inc. to the Martin Luther King, Jr. Center for Nonviolent Social Change, Inc. in Atlanta, (The King Center) as a royalty for the use of the image of Dr. Martin Luther King. Jr.. Established in 1968 by Mrs. Coretta Scott King, The King Center is dedicated to “educating the world on the life, legacy and teachings of Dr. Martin Luther King, Jr., inspiring new generations to carry forward his unfinished work, strengthening causes and empowering change-makers who are continuing his efforts today.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Live-The-Dream-Florida-Specialty-License-Plate-p258883356,live_the_dream,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785206779.jpg,images/live_the_dream.jpg
Lynn University,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Lynn University, for academic enhancement. These funds help Lynn University grow, expand and enhance the student experience. Are you a Lynn University alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/Lynn-University-Florida-Specialty-License-Plate-p265712874,lynn_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883541500.jpg,images/lynn_university.jpg
Miami Dolphins,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The Miami Dolphins Foundation is devoted to providing and supporting signature Education, Health, Youth Athletic Programs and Volunteer Activities that inspire and engage communities throughout Florida . Since 1996 the Dolphins and the Florida Sports Foundation have been partnered in support of Florida’s youth and sports. The proceeds from the annual sale and renewal of the Miami Dolphins license plate benefit The Miami Dolphins Foundation and the Florida Sports Foundation Major & Regional Grant Program.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Miami-Dolphins-Florida-Specialty-License-Plate-p258880517,miami_dolphins,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785243658.jpg,images/miami_dolphins.jpg
Miami Heat,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Want to buy the new Miami Heat License Plate? Get your all new Miami Heat ‘vice nights’ specialty license plate and rep the VICE on the road today. We have the Miami Heat License Plates in stock and ready to ship to your door. Represent your favorite NBA basketball team! The Miami HEAT Charitable Fund supports programs for the betterment of at-risk families in South Florida. Beneficiaries include Safe Space, a domestic violence shelter for women and children,the Jackson Memorial Foundation’s Guardian Angels and Holtz Children’s Hospital, and the Miami Coalition for a Safe and Drug-Free Community.The Miami HEAT Charitable Fund also provides educational scholarships for high school seniors and partners with inner-city elementary schools to fund the HEAT Academy, which provides after-school tutoring and mentoring programs.Through these initiatives, the Miami HEAT Charitable Fund continues to inspire the youth of South Florida to envision their dreams and achieve their goals.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Miami-Heat-Florida-Specialty-License-Plate-p237956547,miami_heat,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4758641695.jpg,images/miami_heat.jpg
Miami Marlins,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The Marlins Foundation supports the charity partners of the Miami Marlins through philanthropy and service. The Foundation is committed to improving the lives of our youth through education, the arts and baseball, with a special focus on children with special needs. The funds raised by the Foundation provide unique experiences for kids in our schools, parks and on the water. The Foundation community partnerships and outreach efforts demonstrate the Marlins' leadership in corporate responsibility and civic engagement.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Miami-Marlins-Florida-Specialty-License-Plate-p258882046,miami_marlins,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785206983.jpg,images/miami_marlins.jpg
Moffitt Cancer Center,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Cancer touches all of us, regardless of ethnicity, age, gender or social economic status. But this disease also unites us and brings people from all walks of life together. Simply put, everyone has a personal connection and commitment to defeating cancer. When you order a Moffitt specialty license plate, you are helping researchers and scientists develop the medicines and protocols that will advance cancer treatments and help cure patients. Your order will help save lives.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Moffitt-Cancer-Center-Florida-Specialty-License-Plate-p258888340,moffitt_cancer_center,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785224795.jpg,images/moffitt_cancer_center.jpg
Nascar,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Proceeds from the sales of the NASCAR license plate received by The NASCAR Foundation will help bring technology and innovation to classrooms. The NASCAR Foundation is dedicated to helping children learn how to win, both inside and outside of the classroom, through a variety of opportunities focused on education, health and volunteerism.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Nascar-Florida-Specialty-License-Plate-p265860046,nascar,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883526113.jpg,images/nascar.jpg
New College of,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to New College of Florida, for academic enhancement. These funds help New College of Florida grow, expand and enhance the student experience. Are you a New College of Florida alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/New-College-of-Florida-Specialty-License-Plate-p265833102,new_college_of,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1819456165.jpg,images/new_college_of.jpg
Nova Southeastern University NSU,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Revenue goes to Nova Southeastern University for academic enhancement including scholarships.,https://buyfloridaspecialtyplates.com/specialty-license-plates/Nova-Southeastern-University-NSU-Florida-Specialty-License-Plate-p238210738,nova_southeastern_university_nsu,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883448835.jpg,images/nova_southeastern_university_nsu.jpg
Omega Psi Phi Fraternity Divine Nine,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The revenue collected annually from the sale of Divine Nine specialty license plates will be distributed to the United Negro College Fund, Inc., for college scholarships for Florida residents attending Florida’s historically black colleges and universities; the Association to Preserve African American Society, History and Tradition, Inc.; and to the individual organizations outlined in section 320.08058(101)(b), F.S. to promote community awareness and action through educational, economic, and cultural service activities within the state.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Omega-Psi-Phi-Fraternity-Divine-Nine-Florida-Specialty-License-Plate-p541923548,omega_psi_phi_fraternity_divine_nine,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4731729806.jpg,images/omega_psi_phi_fraternity_divine_nine.jpg
